group,unknown_class,cifar100_test_index,row,predicted_class,score_u,threshold_tau,margin_tau_minus_u,max_softmax_prob,a_priori_semantic_neighbour,your_judgement
far,bowl,9102,1537,frog,-7.209885120391846,-5.780368304252624,1.4295168161392215,0.9894375151142222,surprising,
near,camel,9014,723,cat,-7.205197811126709,-5.780368304252624,1.4248295068740848,0.9871224242068419,surprising,
near,leopard,7950,634,dog,-7.198639869689941,-5.780368304252624,1.4182715654373172,0.9865196297906685,plausible,
near,leopard,1328,103,dog,-7.193500518798828,-5.780368304252624,1.413132214546204,0.9464058253050552,plausible,
far,bottle,864,873,truck,-7.185671329498291,-5.780368304252624,1.4053030252456669,0.9898214796749161,surprising,
far,bowl,7784,1445,cat,-7.180979251861572,-5.780368304252624,1.400610947608948,0.9901606619275053,surprising,
near,wolf,1752,133,cat,-7.178682327270508,-5.780368304252624,1.3983140230178837,0.9865022860880237,plausible,
far,bottle,1932,960,ship,-7.175522804260254,-5.780368304252624,1.3951545000076297,0.9889394937338931,surprising,
near,fox,3823,276,dog,-7.173184871673584,-5.780368304252624,1.3928165674209598,0.9688665752359114,plausible,
near,tractor,283,21,truck,-7.170182704925537,-5.780368304252624,1.389814400672913,0.9917055395790483,plausible,
far,mushroom,6729,1357,bird,-7.169644832611084,-5.780368304252624,1.3892765283584598,0.9822219456093706,surprising,
near,leopard,555,40,cat,-7.163528919219971,-5.780368304252624,1.3831606149673465,0.857793318389638,plausible,
near,fox,1227,95,dog,-7.161807060241699,-5.780368304252624,1.381438755989075,0.8628098593074238,plausible,
near,leopard,6401,511,frog,-7.160663604736328,-5.780368304252624,1.380295300483704,0.9748160870719939,surprising,
far,bottle,1318,907,cat,-7.159250259399414,-5.780368304252624,1.37888195514679,0.5263429984798613,surprising,
far,mushroom,953,882,bird,-7.146200656890869,-5.780368304252624,1.365832352638245,0.9807254749450898,surprising,
near,tractor,2911,214,ship,-7.140519618988037,-5.780368304252624,1.360151314735413,0.9941971166474368,surprising,
near,leopard,9998,799,frog,-7.132808208465576,-5.780368304252624,1.352439904212952,0.9025247976733225,surprising,
near,bus,3868,281,automobile,-7.129276752471924,-5.780368304252624,1.3489084482192997,0.9754950006452809,plausible,
near,tractor,5696,459,truck,-7.125553607940674,-5.780368304252624,1.3451853036880497,0.9895723106240414,plausible,
near,leopard,9238,740,frog,-7.121310710906982,-5.780368304252624,1.3409424066543583,0.9922351880752499,surprising,
far,wardrobe,5825,1269,cat,-7.118730068206787,-5.780368304252624,1.338361763954163,0.9727494439959647,surprising,
near,tractor,7590,608,truck,-7.11816930770874,-5.780368304252624,1.337801003456116,0.9721312947431345,plausible,
far,sunflower,7991,1460,dog,-7.118163585662842,-5.780368304252624,1.3377952814102176,0.9911698376782576,surprising,
near,bus,8596,683,truck,-7.115714073181152,-5.780368304252624,1.3353457689285282,0.9867915568518922,plausible,
near,fox,1783,136,cat,-7.113271713256836,-5.780368304252624,1.3329034090042118,0.9815740226157522,plausible,
far,sunflower,1231,903,bird,-7.112747669219971,-5.780368304252624,1.3323793649673465,0.943404650450998,surprising,
near,motorcycle,2082,158,automobile,-7.112423896789551,-5.780368304252624,1.3320555925369266,0.9629132826326153,plausible,
far,chair,3293,1070,airplane,-7.096319198608398,-5.780368304252624,1.3159508943557743,0.9832603624490324,surprising,
near,bus,7441,592,truck,-7.094700336456299,-5.780368304252624,1.3143320322036747,0.9869269407478392,plausible,
near,bus,6411,513,truck,-7.0940752029418945,-5.780368304252624,1.3137068986892704,0.9439011350463774,plausible,
near,leopard,4611,351,frog,-7.092060089111328,-5.780368304252624,1.311691784858704,0.9074517740920736,surprising,
near,camel,4519,345,bird,-7.090297698974609,-5.780368304252624,1.3099293947219852,0.9793169104594657,surprising,
near,wolf,2618,193,cat,-7.090181827545166,-5.780368304252624,1.3098135232925419,0.9936386200943785,plausible,
near,pickup_truck,8391,668,truck,-7.088268280029297,-5.780368304252624,1.3078999757766727,0.9813045516791488,plausible,
near,motorcycle,9276,745,airplane,-7.086329460144043,-5.780368304252624,1.3059611558914188,0.9887516479917846,surprising,
near,camel,5293,420,horse,-7.082513332366943,-5.780368304252624,1.3021450281143192,0.9839192094300925,plausible,
far,bowl,1680,937,ship,-7.078314304351807,-5.780368304252624,1.2979460000991825,0.9867272570073871,surprising,
far,mushroom,1987,965,bird,-7.071683406829834,-5.780368304252624,1.2913151025772098,0.9844959676262941,surprising,
near,fox,6469,521,deer,-7.0684494972229,-5.780368304252624,1.2880811929702762,0.9903260139311901,plausible,
near,wolf,4153,305,cat,-7.065404891967773,-5.780368304252624,1.2850365877151493,0.9587487462254198,plausible,
near,motorcycle,7806,622,truck,-7.0639495849609375,-5.780368304252624,1.2835812807083133,0.9799553459488145,plausible,
near,fox,7248,572,dog,-7.059205532073975,-5.780368304252624,1.2788372278213505,0.8633680169221405,plausible,
near,pickup_truck,8519,680,automobile,-7.055214881896973,-5.780368304252624,1.2748465776443485,0.9842885027755207,plausible,
near,fox,4341,326,airplane,-7.052845001220703,-5.780368304252624,1.272476696968079,0.935646305893486,surprising,
far,sunflower,5155,1219,dog,-7.049939155578613,-5.780368304252624,1.2695708513259891,0.9822347482575652,surprising,
near,motorcycle,7569,605,automobile,-7.04688024520874,-5.780368304252624,1.266511940956116,0.986863826957764,plausible,
far,wardrobe,2432,1001,truck,-7.045567989349365,-5.780368304252624,1.265199685096741,0.6907468825774964,surprising,
near,wolf,6160,495,cat,-7.044496536254883,-5.780368304252624,1.2641282320022587,0.9812990772595346,plausible,
near,fox,2435,183,cat,-7.039488792419434,-5.780368304252624,1.2591204881668094,0.6897266570541459,plausible,
near,fox,5084,392,cat,-7.038767337799072,-5.780368304252624,1.258399033546448,0.9592554612453502,plausible,
far,wardrobe,7694,1435,cat,-7.035070896148682,-5.780368304252624,1.2547025918960575,0.9836996584613579,surprising,
far,chair,3409,1088,airplane,-7.031811237335205,-5.780368304252624,1.251442933082581,0.9916073950331203,surprising,
near,leopard,9058,729,frog,-7.027682304382324,-5.780368304252624,1.2473140001297,0.9788900648650399,surprising,
far,bottle,4981,1206,truck,-7.027649879455566,-5.780368304252624,1.2472815752029422,0.9554998369053517,surprising,
near,pickup_truck,5149,402,truck,-7.02467679977417,-5.780368304252624,1.2443084955215458,0.9920289069759808,plausible,
near,pickup_truck,8165,653,automobile,-7.017538547515869,-5.780368304252624,1.237170243263245,0.9644983813098503,plausible,
far,bottle,6089,1290,ship,-7.012627601623535,-5.780368304252624,1.232259297370911,0.9758854275825637,surprising,
near,pickup_truck,1155,90,automobile,-7.011541843414307,-5.780368304252624,1.2311735391616825,0.929998269826196,plausible,
near,pickup_truck,8693,694,truck,-7.007404327392578,-5.780368304252624,1.227036023139954,0.9581015236715039,plausible,
far,bowl,2300,992,bird,-7.001595497131348,-5.780368304252624,1.2212271928787235,0.9754479382231283,surprising,
far,clock,6500,1334,cat,-6.995504379272461,-5.780368304252624,1.2151360750198368,0.9895815145193015,surprising,
near,pickup_truck,3933,291,automobile,-6.990808963775635,-5.780368304252624,1.2104406595230106,0.9854398633924136,plausible,
far,bottle,2822,1033,ship,-6.979664325714111,-5.780368304252624,1.1992960214614872,0.9889177188864969,surprising,
far,bottle,6507,1335,bird,-6.97861909866333,-5.780368304252624,1.198250794410706,0.6018621508592934,surprising,
near,wolf,3613,262,dog,-6.975025653839111,-5.780368304252624,1.1946573495864872,0.9499790283161512,plausible,
far,bowl,2109,975,ship,-6.968611240386963,-5.780368304252624,1.1882429361343387,0.9921113353486809,surprising,
far,chair,7543,1425,truck,-6.968125343322754,-5.780368304252624,1.1877570390701297,0.9905591065550942,surprising,
far,sunflower,8616,1499,bird,-6.96740198135376,-5.780368304252624,1.1870336771011356,0.9838740224049928,surprising,
far,bottle,9107,1539,ship,-6.965050220489502,-5.780368304252624,1.1846819162368778,0.9881331114787858,surprising,
near,pickup_truck,7570,606,truck,-6.965007305145264,-5.780368304252624,1.1846390008926395,0.6247444419570537,plausible,
near,pickup_truck,7866,627,automobile,-6.961131572723389,-5.780368304252624,1.1807632684707645,0.9741345316497121,plausible,
far,wardrobe,9149,1543,truck,-6.953042030334473,-5.780368304252624,1.1726737260818485,0.992221494352809,surprising,
far,wardrobe,7604,1426,truck,-6.950977802276611,-5.780368304252624,1.1706094980239872,0.7610895781422727,surprising,
far,bottle,2510,1008,cat,-6.949822425842285,-5.780368304252624,1.169454121589661,0.9930258658357772,surprising,
far,chair,9344,1558,airplane,-6.9461870193481445,-5.780368304252624,1.1658187150955204,0.9890991761503971,surprising,
far,chair,7499,1421,truck,-6.944764137268066,-5.780368304252624,1.1643958330154422,0.9481956202535957,surprising,
far,keyboard,7957,1456,truck,-6.943878173828125,-5.780368304252624,1.1635098695755008,0.9813169308266653,surprising,
far,keyboard,3872,1121,airplane,-6.939984321594238,-5.780368304252624,1.1596160173416141,0.9937228219299805,surprising,
near,tractor,299,23,automobile,-6.939749240875244,-5.780368304252624,1.15938093662262,0.8649407130437928,plausible,
far,wardrobe,3015,1049,cat,-6.938981533050537,-5.780368304252624,1.158613228797913,0.9660272772034535,surprising,
near,wolf,214,13,cat,-6.936316013336182,-5.780368304252624,1.1559477090835575,0.9907479127867184,plausible,
near,wolf,6324,503,dog,-6.93099308013916,-5.780368304252624,1.150624775886536,0.9413806316971568,plausible,
near,leopard,4278,316,bird,-6.924342155456543,-5.780368304252624,1.1439738512039188,0.987721363604886,surprising,
far,bowl,3348,1080,frog,-6.924327373504639,-5.780368304252624,1.1439590692520145,0.9593380708840547,surprising,
far,wardrobe,5666,1255,truck,-6.922411918640137,-5.780368304252624,1.1420436143875126,0.7753892255138628,surprising,
far,keyboard,6117,1293,airplane,-6.920487880706787,-5.780368304252624,1.140119576454163,0.9794531614340536,surprising,
near,fox,4703,357,cat,-6.917956829071045,-5.780368304252624,1.1375885248184208,0.9811341102096515,plausible,
near,pickup_truck,9676,774,automobile,-6.915458679199219,-5.780368304252624,1.1350903749465946,0.9814038970020565,plausible,
far,sunflower,9256,1551,bird,-6.9140625,-5.780368304252624,1.1336941957473758,0.9836544933473191,surprising,
near,motorcycle,9345,749,automobile,-6.9109272956848145,-5.780368304252624,1.1305589914321903,0.9710042244038881,plausible,
far,chair,1740,941,cat,-6.900771141052246,-5.780368304252624,1.120402836799622,0.9766875440752573,surprising,
near,pickup_truck,1145,89,automobile,-6.900547504425049,-5.780368304252624,1.1201792001724247,0.7804172321867334,plausible,
near,leopard,3549,254,deer,-6.897911548614502,-5.780368304252624,1.1175432443618778,0.8692776302876718,plausible,
far,wardrobe,1862,953,cat,-6.896792888641357,-5.780368304252624,1.1164245843887333,0.9316234452750561,surprising,
far,clock,2836,1035,ship,-6.894171714782715,-5.780368304252624,1.1138034105300907,0.9907135912831193,surprising,
far,sunflower,7328,1407,cat,-6.892169952392578,-5.780368304252624,1.111801648139954,0.9494742324672004,surprising,
far,mushroom,7181,1396,bird,-6.890821933746338,-5.780368304252624,1.1104536294937137,0.7102608240088871,surprising,
far,bottle,3122,1057,cat,-6.889230728149414,-5.780368304252624,1.10886242389679,0.9726285110959693,surprising,
near,motorcycle,354,30,automobile,-6.888416767120361,-5.780368304252624,1.1080484628677372,0.9887955042568675,plausible,
far,bowl,8568,1493,airplane,-6.881694793701172,-5.780368304252624,1.1013264894485477,0.953129524796415,surprising,
near,pickup_truck,3655,265,automobile,-6.879067420959473,-5.780368304252624,1.0986991167068485,0.8834104590946086,plausible,
near,bus,9252,741,ship,-6.875021457672119,-5.780368304252624,1.094653153419495,0.8445325732819242,surprising,
far,sunflower,4103,1140,dog,-6.873523235321045,-5.780368304252624,1.0931549310684208,0.990778629382984,surprising,
near,pickup_truck,8219,658,automobile,-6.872247695922852,-5.780368304252624,1.0918793916702274,0.9932803412886646,plausible,
far,chair,6619,1347,airplane,-6.867637634277344,-5.780368304252624,1.0872693300247196,0.980826256005075,surprising,
near,camel,3985,293,deer,-6.865097999572754,-5.780368304252624,1.0847296953201297,0.988778433091954,plausible,
far,clock,1163,900,airplane,-6.857875823974609,-5.780368304252624,1.0775075197219852,0.9477437085304622,surprising,
near,wolf,7125,559,cat,-6.855705261230469,-5.780368304252624,1.0753369569778446,0.5633488663740064,plausible,
far,bottle,2963,1042,truck,-6.85455846786499,-5.780368304252624,1.074190163612366,0.9850626753906925,surprising,
near,fox,1799,137,cat,-6.852365493774414,-5.780368304252624,1.07199718952179,0.943650940581599,plausible,
far,wardrobe,7469,1419,cat,-6.851224422454834,-5.780368304252624,1.0708561182022098,0.623991943427415,surprising,
near,wolf,9231,738,cat,-6.8509016036987305,-5.780368304252624,1.0705332994461063,0.921345926786016,plausible,
far,bowl,318,827,cat,-6.846500873565674,-5.780368304252624,1.0661325693130497,0.9756975309622904,surprising,
far,bottle,3316,1075,cat,-6.844837665557861,-5.780368304252624,1.0644693613052372,0.9867535510354531,surprising,
near,leopard,5458,437,cat,-6.844493389129639,-5.780368304252624,1.0641250848770145,0.9383038064860882,plausible,
near,camel,9266,744,dog,-6.839885234832764,-5.780368304252624,1.0595169305801395,0.9692501872306953,surprising,
far,clock,1930,959,airplane,-6.8375444412231445,-5.780368304252624,1.0571761369705204,0.977109096553514,surprising,
near,pickup_truck,5110,394,automobile,-6.835367679595947,-5.780368304252624,1.054999375343323,0.820292969296641,plausible,
far,chair,8753,1510,truck,-6.8349833488464355,-5.780368304252624,1.0546150445938114,0.9875111243749384,surprising,
far,bowl,5508,1243,frog,-6.833263397216797,-5.780368304252624,1.0528950929641727,0.9376207387723233,surprising,
far,wardrobe,4034,1135,cat,-6.830854415893555,-5.780368304252624,1.0504861116409305,0.9723174039047632,surprising,
far,wardrobe,8868,1519,truck,-6.825226783752441,-5.780368304252624,1.0448584794998172,0.766326091720867,surprising,
near,camel,5113,396,dog,-6.82150411605835,-5.780368304252624,1.0411358118057255,0.6377182934750311,surprising,
near,leopard,3291,239,cat,-6.816923141479492,-5.780368304252624,1.036554837226868,0.9133715148186312,plausible,
far,chair,30,802,airplane,-6.811896324157715,-5.780368304252624,1.0315280199050907,0.9835178902085875,surprising,
near,motorcycle,4461,336,airplane,-6.808999061584473,-5.780368304252624,1.0286307573318485,0.979839288577135,surprising,
far,sunflower,8881,1520,dog,-6.8059611320495605,-5.780368304252624,1.0255928277969364,0.9816947568594298,surprising,
far,wardrobe,8576,1495,cat,-6.799522876739502,-5.780368304252624,1.0191545724868778,0.8997427819297128,surprising,
near,camel,2948,217,deer,-6.797135829925537,-5.780368304252624,1.016767525672913,0.9662799657253024,plausible,
near,wolf,684,50,dog,-6.791603088378906,-5.780368304252624,1.011234784126282,0.8617199825436489,plausible,
far,mushroom,9826,1590,dog,-6.791044235229492,-5.780368304252624,1.010675930976868,0.9611143618856098,surprising,
near,leopard,8695,695,frog,-6.79058837890625,-5.780368304252624,1.0102200746536258,0.9381777944864688,surprising,
near,camel,1573,123,airplane,-6.782260417938232,-5.780368304252624,1.0018921136856083,0.9876860753632901,surprising,
far,bottle,7415,1412,ship,-6.781047821044922,-5.780368304252624,1.0006795167922977,0.9867946822187702,surprising,
near,tractor,8169,654,truck,-6.778465270996094,-5.780368304252624,0.9980969667434696,0.985463721201305,plausible,
near,motorcycle,9654,771,automobile,-6.773858547210693,-5.780368304252624,0.9934902429580692,0.9821554570724408,plausible,
near,motorcycle,4927,373,truck,-6.769834995269775,-5.780368304252624,0.9894666910171512,0.9789712806437145,plausible,
far,mushroom,9103,1538,bird,-6.768439769744873,-5.780368304252624,0.9880714654922489,0.9859942707797341,surprising,
near,motorcycle,5175,405,truck,-6.754977703094482,-5.780368304252624,0.9746093988418583,0.9914894846662533,plausible,
far,clock,7959,1457,bird,-6.739901542663574,-5.780368304252624,0.9595332384109501,0.9885324956912449,surprising,
far,bowl,1448,916,bird,-6.7346625328063965,-5.780368304252624,0.9542942285537723,0.9903350455852298,surprising,
near,fox,8150,652,cat,-6.734347343444824,-5.780368304252624,0.9539790391922001,0.9569700131278402,plausible,
near,bus,3236,235,automobile,-6.727506637573242,-5.780368304252624,0.947138333320618,0.9019745265653514,plausible,
near,bus,7376,584,truck,-6.719045639038086,-5.780368304252624,0.9386773347854618,0.9809108901685005,plausible,
far,bottle,8812,1515,truck,-6.709228992462158,-5.780368304252624,0.928860688209534,0.9727934405119166,surprising,
far,sunflower,4851,1197,bird,-6.708615779876709,-5.780368304252624,0.9282474756240848,0.9674184571416439,surprising,
near,tractor,9259,742,truck,-6.703929901123047,-5.780368304252624,0.9235615968704227,0.9682454768843132,plausible,
far,wardrobe,1470,918,cat,-6.699474811553955,-5.780368304252624,0.9191065073013309,0.98121337320906,surprising,
near,camel,9412,757,dog,-6.695837497711182,-5.780368304252624,0.9154691934585575,0.5720444164765052,surprising,
far,bowl,77,807,truck,-6.695205211639404,-5.780368304252624,0.9148369073867801,0.9800698825223509,surprising,
far,wardrobe,1641,933,cat,-6.690474033355713,-5.780368304252624,0.9101057291030887,0.7922749007984038,surprising,
near,camel,5285,417,dog,-6.68867301940918,-5.780368304252624,0.9083047151565555,0.931129058756348,surprising,
far,chair,2152,978,bird,-6.681197166442871,-5.780368304252624,0.9008288621902469,0.9797805816778743,surprising,
near,tractor,7388,586,truck,-6.6809258460998535,-5.780368304252624,0.9005575418472294,0.9498298479411657,plausible,
far,clock,4369,1161,ship,-6.675841331481934,-5.780368304252624,0.8954730272293094,0.9821324871418626,surprising,
far,chair,4186,1147,airplane,-6.674017906188965,-5.780368304252624,0.8936496019363407,0.9117359066707107,surprising,
far,bowl,6252,1313,ship,-6.670902729034424,-5.780368304252624,0.8905344247817997,0.9870408297384605,surprising,
far,sunflower,7258,1400,dog,-6.6649932861328125,-5.780368304252624,0.8846249818801883,0.8211590395986204,surprising,
far,bottle,7259,1401,truck,-6.658515930175781,-5.780368304252624,0.8781476259231571,0.9851945523061868,surprising,
near,bus,4808,365,ship,-6.652690410614014,-5.780368304252624,0.8723221063613895,0.9804107047313975,surprising,
near,tractor,262,19,truck,-6.648128509521484,-5.780368304252624,0.8677602052688602,0.9915678461949615,plausible,
near,motorcycle,9017,724,automobile,-6.64700174331665,-5.780368304252624,0.8666334390640262,0.9842855912136649,plausible,
far,clock,2463,1004,ship,-6.646152019500732,-5.780368304252624,0.8657837152481083,0.9590264480093998,surprising,
far,mushroom,5354,1230,bird,-6.645349979400635,-5.780368304252624,0.8649816751480106,0.6945426096066514,surprising,
far,wardrobe,7437,1416,cat,-6.641678333282471,-5.780368304252624,0.8613100290298465,0.595315690866093,surprising,
far,mushroom,5944,1276,cat,-6.6393141746521,-5.780368304252624,0.8589458703994755,0.9570966134756236,surprising,
near,camel,5494,444,horse,-6.632572650909424,-5.780368304252624,0.8522043466567997,0.9119586803650417,plausible,
near,motorcycle,5469,440,truck,-6.625012397766113,-5.780368304252624,0.8446440935134891,0.967225243311464,plausible,
far,bowl,588,848,ship,-6.623287200927734,-5.780368304252624,0.8429188966751102,0.8014877933664711,surprising,
near,pickup_truck,5893,475,truck,-6.620214462280273,-5.780368304252624,0.8398461580276493,0.937221155919761,plausible,
near,tractor,6360,506,automobile,-6.616397380828857,-5.780368304252624,0.8360290765762333,0.9748384345792799,plausible,
near,wolf,3487,249,dog,-6.616109848022461,-5.780368304252624,0.8357415437698368,0.6710864526052918,plausible,
far,clock,6482,1331,ship,-6.614544868469238,-5.780368304252624,0.8341765642166141,0.9612032750100056,surprising,
near,pickup_truck,5437,433,truck,-6.608243465423584,-5.780368304252624,0.8278751611709598,0.8768984723363225,plausible,
near,pickup_truck,3630,263,truck,-6.6039204597473145,-5.780368304252624,0.8235521554946903,0.9475585782621927,plausible,
far,sunflower,2243,989,frog,-6.6034393310546875,-5.780368304252624,0.8230710268020633,0.9795326658297829,surprising,
near,tractor,2992,220,airplane,-6.599349021911621,-5.780368304252624,0.8189807176589969,0.920772190190521,surprising,
near,wolf,4470,340,cat,-6.598217487335205,-5.780368304252624,0.8178491830825809,0.9534575981527704,plausible,
near,leopard,3346,242,cat,-6.597377777099609,-5.780368304252624,0.8170094728469852,0.9769845134077265,plausible,
near,leopard,7283,575,cat,-6.596667289733887,-5.780368304252624,0.8162989854812626,0.9670278649420944,plausible,
far,chair,5926,1274,airplane,-6.595717906951904,-5.780368304252624,0.8153496026992801,0.9239631231770643,surprising,
near,wolf,6746,538,cat,-6.5907416343688965,-5.780368304252624,0.8103733301162723,0.9539391086954597,plausible,
near,leopard,2678,198,frog,-6.590217590332031,-5.780368304252624,0.8098492860794071,0.9488164777401932,surprising,
far,wardrobe,1002,887,cat,-6.589628219604492,-5.780368304252624,0.809259915351868,0.7422274745535834,surprising,
far,keyboard,147,814,frog,-6.577789306640625,-5.780368304252624,0.7974210023880008,0.992506070482288,surprising,
far,clock,1927,958,truck,-6.56776237487793,-5.780368304252624,0.7873940706253055,0.9415043603507753,surprising,
near,fox,8100,645,horse,-6.566841125488281,-5.780368304252624,0.7864728212356571,0.9799594745734019,surprising,
near,bus,8717,698,truck,-6.563876628875732,-5.780368304252624,0.7835083246231083,0.9704314359686733,plausible,
near,camel,2315,173,horse,-6.56361198425293,-5.780368304252624,0.7832436800003055,0.9674406486330567,plausible,
far,bottle,9357,1560,ship,-6.559179782867432,-5.780368304252624,0.7788114786148075,0.9900159695840692,surprising,
far,bottle,8317,1478,truck,-6.55794620513916,-5.780368304252624,0.777577900886536,0.9074291086494646,surprising,
far,bowl,5716,1261,bird,-6.557765960693359,-5.780368304252624,0.7773976564407352,0.6031841895992601,surprising,
near,tractor,5025,386,truck,-6.547529697418213,-5.780368304252624,0.7671613931655887,0.9465493641870518,plausible,
near,bus,4201,309,truck,-6.546882152557373,-5.780368304252624,0.7665138483047489,0.9585585898436507,plausible,
far,wardrobe,8889,1521,cat,-6.544193744659424,-5.780368304252624,0.7638254404067997,0.9768071640636434,surprising,
far,keyboard,621,854,bird,-6.542679309844971,-5.780368304252624,0.7623110055923465,0.8334483830773726,surprising,
far,clock,7933,1455,truck,-6.539394378662109,-5.780368304252624,0.7590260744094852,0.9045646643942268,surprising,
near,wolf,5425,431,dog,-6.536942481994629,-5.780368304252624,0.7565741777420047,0.8855671737742346,plausible,
far,keyboard,6907,1378,truck,-6.534768104553223,-5.780368304252624,0.7543998003005985,0.9799702595320426,surprising,
near,camel,1060,82,horse,-6.534366130828857,-5.780368304252624,0.7539978265762333,0.9452718332106839,plausible,
far,keyboard,7698,1436,truck,-6.532893657684326,-5.780368304252624,0.752525353431702,0.8909516571688473,surprising,
near,leopard,3009,221,deer,-6.532778263092041,-5.780368304252624,0.7524099588394169,0.9709598607959358,plausible,
near,motorcycle,7109,556,automobile,-6.532412528991699,-5.780368304252624,0.7520442247390751,0.9732824450496115,plausible,
far,chair,7535,1423,truck,-6.522454738616943,-5.780368304252624,0.7420864343643192,0.984719429978202,surprising,
far,bowl,4367,1160,bird,-6.507091999053955,-5.780368304252624,0.7267236948013309,0.7295605959802307,surprising,
far,sunflower,8581,1497,dog,-6.505138397216797,-5.780368304252624,0.7247700929641727,0.9862959517952021,surprising,
far,mushroom,909,878,frog,-6.4936909675598145,-5.780368304252624,0.7133226633071903,0.9722503688838358,surprising,
near,camel,751,55,bird,-6.490198612213135,-5.780368304252624,0.7098303079605106,0.9468825145207019,surprising,
far,wardrobe,4466,1170,cat,-6.482662677764893,-5.780368304252624,0.7022943735122684,0.5068459996929836,surprising,
near,pickup_truck,9030,727,truck,-6.480336666107178,-5.780368304252624,0.6999683618545536,0.9624319422020696,plausible,
near,pickup_truck,47,3,automobile,-6.473453044891357,-5.780368304252624,0.6930847406387333,0.9080555488219728,plausible,
far,bottle,2314,994,automobile,-6.47158670425415,-5.780368304252624,0.6912184000015262,0.9889245129894277,surprising,
far,mushroom,3337,1078,bird,-6.47100305557251,-5.780368304252624,0.6906347513198856,0.9436006208714611,surprising,
far,sunflower,9907,1595,frog,-6.461713790893555,-5.780368304252624,0.6813454866409305,0.9734452481476338,surprising,
near,fox,1403,105,cat,-6.458495140075684,-5.780368304252624,0.6781268358230594,0.8916138806684678,plausible,
far,clock,8572,1494,ship,-6.454918384552002,-5.780368304252624,0.6745500802993778,0.7688033282312301,surprising,
far,chair,3299,1072,airplane,-6.453895092010498,-5.780368304252624,0.6735267877578739,0.9819877346977519,surprising,
far,wardrobe,4087,1139,truck,-6.453507423400879,-5.780368304252624,0.6731391191482547,0.9746873506057379,surprising,
far,bottle,6472,1330,ship,-6.452357769012451,-5.780368304252624,0.671989464759827,0.9305912701199444,surprising,
near,fox,2356,179,deer,-6.4522786140441895,-5.780368304252624,0.6719103097915653,0.9380761554075164,plausible,
near,pickup_truck,578,41,automobile,-6.451491355895996,-5.780368304252624,0.6711230516433719,0.7997706993953513,plausible,
near,fox,7279,574,cat,-6.451313495635986,-5.780368304252624,0.6709451913833622,0.9864910964263452,plausible,
near,tractor,2029,152,truck,-6.447627067565918,-5.780368304252624,0.6672587633132938,0.978357980023027,plausible,
far,bottle,6440,1329,cat,-6.441105842590332,-5.780368304252624,0.6607375383377079,0.9583743082637265,surprising,
near,camel,3319,240,dog,-6.438507556915283,-5.780368304252624,0.658139252662659,0.8245041428902057,surprising,
near,tractor,9708,777,truck,-6.434690475463867,-5.780368304252624,0.654322171211243,0.9855786463811713,plausible,
near,bus,8126,648,automobile,-6.430478096008301,-5.780368304252624,0.6501097917556766,0.8843309861322712,plausible,
far,wardrobe,4033,1134,cat,-6.429115295410156,-5.780368304252624,0.6487469911575321,0.9348646027492751,surprising,
far,wardrobe,4734,1183,bird,-6.428622722625732,-5.780368304252624,0.6482544183731083,0.7317205396065075,surprising,
near,leopard,3567,257,dog,-6.428318023681641,-5.780368304252624,0.6479497194290165,0.9613393722540832,plausible,
far,sunflower,1122,896,bird,-6.41721773147583,-5.780368304252624,0.6368494272232059,0.9310987603043606,surprising,
far,keyboard,7868,1452,airplane,-6.415488243103027,-5.780368304252624,0.6351199388504032,0.9491677293689434,surprising,
far,sunflower,7616,1429,dog,-6.4116034507751465,-5.780368304252624,0.6312351465225223,0.961288114595599,surprising,
near,tractor,3913,288,truck,-6.411281585693359,-5.780368304252624,0.6309132814407352,0.9746507146285599,plausible,
near,fox,4313,322,cat,-6.410792827606201,-5.780368304252624,0.630424523353577,0.9158735478970563,plausible,
far,chair,1792,946,automobile,-6.407973766326904,-5.780368304252624,0.6276054620742801,0.7186806276470077,surprising,
far,chair,5603,1248,airplane,-6.404210567474365,-5.780368304252624,0.6238422632217411,0.9720860008107091,surprising,
far,mushroom,8829,1516,bird,-6.397074222564697,-5.780368304252624,0.6167059183120731,0.6527823288126084,surprising,
near,fox,9148,734,cat,-6.395872592926025,-5.780368304252624,0.6155042886734012,0.9641345494067283,plausible,
far,mushroom,7787,1447,bird,-6.385863780975342,-5.780368304252624,0.6054954767227176,0.9295085281830635,surprising,
near,bus,5020,385,truck,-6.384045124053955,-5.780368304252624,0.6036768198013309,0.9826542310498922,plausible,
far,sunflower,2545,1010,dog,-6.377752780914307,-5.780368304252624,0.5973844766616825,0.5979401529283233,surprising,
near,tractor,2569,189,truck,-6.374542713165283,-5.780368304252624,0.594174408912659,0.9402807409117317,plausible,
near,leopard,952,73,cat,-6.373023986816406,-5.780368304252624,0.5926556825637821,0.9679902975080346,plausible,
far,mushroom,3352,1083,bird,-6.367935657501221,-5.780368304252624,0.5875673532485965,0.9759110012648174,surprising,
near,pickup_truck,7131,561,automobile,-6.3647942543029785,-5.780368304252624,0.5844259500503544,0.8715870038308496,plausible,
far,chair,7063,1388,airplane,-6.363159656524658,-5.780368304252624,0.582791352272034,0.9419760296591992,surprising,
near,fox,4049,298,cat,-6.357482433319092,-5.780368304252624,0.5771141290664676,0.8557263436571876,plausible,
far,bowl,6565,1343,frog,-6.355894088745117,-5.780368304252624,0.575525784492493,0.9549516199915618,surprising,
